"identifier" "study_id" "species" "duration" "dose" "dose_interval" "target_organ" "description" "adverse" "reversible" "extra_info"
"636" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "nasal turbinate" "epithelium pigment" "no" "nr" "NA"
"637" "Compound 22" "Study 112" "rat" 26 "5 male & 20 female" "day" "thyroid gland" "follicular hypertrophy" "no" "r" "NA"
"638" "Compound 22" "Study 112" "rat" 26 "20 male & 60 female" "day" "thyroid gland" "follicular hypertrophy, follicular dilatation" "no" "nr" "NA"
"639" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "thyroid gland" "follicular hypertrophy, follicular dilatation, follicular hyperplasia, follicular adenoma" "no" "nr" "NA"
"640" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "adrenal gland" "cortical atrophy,cortical vacuolation" "no" "r" "NA"
"641" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "pituitary gland" "hypertrophy" "no" "r" "NA"
"642" "Compound 22" "Study 112" "rat" 26 "20 male & 60 female" "day" "lung" "foamy/granular macrophages" "no" "r" "NA"
"643" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "lung" "foamy/granular macrophages" "no" "nr" "NA"
"644" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "thymus gland" "lymphoid depletion, necrosis" "no" "NA" "NA"
"645" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "spleen" "lymphoid depletion, necrosis" "no" "NA" "NA"
"646" "Compound 22" "Study 112" "rat" 26 "60 male & 160/120 female" "day" "lymph node" "lymphoid depletion, necrosis" "no" "NA" "NA"
"647" "Compound 22" "Study 113" "dog" 8 "60/80" "day" "bone marrow" "increased hematopoiesis" "yes" "r" "NA"
"648" "Compound 22" "Study 113" "dog" 8 "60/80" "day" "spleen" "extramedullary hematopoiesis" "yes" "r" "NA"
"649" "Compound 22" "Study 113" "dog" 8 "60/80" "day" "liver" "extramedullary hematopoiesis" "yes" "r" "NA"
"650" "Compound 22" "Study 114" "dog" 43 "80/60" "day" "bone marrow" "hypercellularity" "yes" "r" "NA"
"651" "Compound 22" "Study 115" "mouse" 4 "100" "day" "liver" "minimal-hepatocyte hypertrophy, hepatocyte glycogen depletion" "no" "NA" "NA"
"652" "Compound 22" "Study 115" "mouse" 4 "160" "day" "liver" "minimal-hepatocyte hypertrophy, hepatocyte glycogen depletion" "no" "NA" "NA"
"653" "Compound 22" "Study 116" "rat" 8 "20" "day" "kidney" "chronic progressive nephropathy, increased hyaline droplets,cast, tubular dilation, tubular degeneration/regeneration, inflammation, granuloma" "no" "nr" "NA"
"654" "Compound 22" "Study 116" "rat" 8 "100" "day" "kidney" "chronic progressive nephropathy, increased hyaline droplets,cast, tubular dilation, tubular degeneration/regeneration, inflammation, granuloma" "no" "nr" "NA"
"655" "Compound 22" "Study 116" "rat" 8 "200/160" "day" "kidney" "chronic progressive nephropathy, increased hyaline droplets,cast, tubular dilation, tubular degeneration/regeneration, inflammation, granuloma" "no" "nr" "NA"
"656" "Compound 22" "Study 116" "rat" 8 "100" "day" "bladder" "urothelial hyperplasia, uroliths" "no" "nr" "NA"
"657" "Compound 22" "Study 116" "rat" 8 "200/160" "day" "bladder" "urothelial hyperplasia, uroliths" "no" "nr" "NA"
"658" "Compound 22" "Study 116" "rat" 8 "200/160" "day" "adrenal gland" "cortical atrophy, cortical vacuolation" "yes" "r" "NA"
"659" "Compound 22" "Study 116" "rat" 8 "100" "day" "liver" "hepatocyte hypertrophy" "no" "r" "NA"
"660" "Compound 22" "Study 116" "rat" 8 "200/160" "day" "liver" "hepatocyte hypertrophy" "no" "r" "NA"
"661" "Compound 22" "Study 116" "rat" 8 "20" "day" "thyroid gland" "follicular hypertrophy" "no" "r" "secondary"
"662" "Compound 22" "Study 116" "rat" 8 "100" "day" "thyroid gland" "follicular hypertrophy" "no" "r" "secondary"
"663" "Compound 22" "Study 116" "rat" 8 "200/160" "day" "thyroid gland" "follicular hypertrophy" "no" "r" "secondary"
"664" "Compound 22" "Study 116" "rat" 8 "100" "day" "pituitary gland" "pars distalis hypertrophy" "no" "r" "secondary"
"665" "Compound 22" "Study 116" "rat" 8 "200/160" "day" "pituitary gland" "pars distalis hypertrophy" "no" "r" "secondary"
"666" "Compound 23" "Study 117" "cynomolgus" 39 "1.6000000000000001" "day" "eye" "moderate-retinal degeneration,retinal vacuolation" "yes" "nr" "NA"
"667" "Compound 23" "Study 117" "cynomolgus" 39 "1.2" "day" "eye" "moderate-retinal degeneration,retinal vacuolation" "yes" "NA" "NA"
"668" "Compound 23" "Study 117" "cynomolgus" 39 "0.80000000000000004" "day" "skin" "epidermal hyperplasia,epidermal hyperkeratosis, abnormal keratinocytes, infiltrate, inflammation" "no" "r" "NA"
"669" "Compound 23" "Study 117" "cynomolgus" 39 "1.6000000000000001" "day" "skin" "epidermal hyperplasia,epidermal hyperkeratosis, abnormal keratinocytes, infiltrate, inflammation" "yes" "r" "NA"
"670" "Compound 23" "Study 117" "cynomolgus" 39 "1.2" "day" "skin" "epidermal hyperplasia,epidermal hyperkeratosis, abnormal keratinocytes, infiltrate, inflammation" "no" "r" "NA"
"671" "Compound 23" "Study 117" "cynomolgus" 39 "0.80000000000000004" "day" "larynx" "epithelial hyperplasia, abnormal keratinocytes, mild-inflammation" "yes" "r" "NA"
"672" "Compound 23" "Study 117" "cynomolgus" 39 "1.6000000000000001" "day" "larynx" "epithelial hyperplasia, abnormal keratinocytes, mild-inflammation" "yes" "r" "NA"
"673" "Compound 23" "Study 117" "cynomolgus" 39 "1.2" "day" "larynx" "epithelial hyperplasia, abnormal keratinocytes, mild-inflammation" "yes" "r" "NA"
"674" "Compound 23" "Study 117" "cynomolgus" 39 "0.80000000000000004" "day" "testis" "tubular degeneration/atrophy" "yes" "r" "NA"
"675" "Compound 23" "Study 117" "cynomolgus" 39 "1.6000000000000001" "day" "testis" "tubular degeneration/atrophy" "yes" "r" "NA"
"676" "Compound 23" "Study 117" "cynomolgus" 39 "1.2" "day" "testis" "tubular degeneration/atrophy" "yes" "r" "NA"
"677" "Compound 23" "Study 118" "rat" 26 "18" "day" "kidney" "tubular vacuolation, foamy/granular macrophages" "no" "r" "NA"
"678" "Compound 23" "Study 118" "rat" 26 "18" "day" "testis" "tubular degeneration/atrophy, tubular vacuolation" "no" "nr" "NA"
"679" "Compound 23" "Study 118" "rat" 26 "18" "day" "ovary" "increased corpora lutea, vacuolation" "no" "r" "NA"
"680" "Compound 23" "Study 118" "rat" 26 "18" "day" "uterus" "vacuolation" "no" "r" "NA"
"681" "Compound 23" "Study 118" "rat" 26 "18" "day" "skin" "epidermal hyperplasia, epidermal hyperkeratosis" "no" "r" "NA"
"682" "Compound 23" "Study 118" "rat" 26 "18" "day" "spleen" "increased hematopoiesis" "no" "r" "NA"
"683" "Compound 23" "Study 118" "rat" 26 "18" "day" "bone marrow" "adipose tissue atrophy" "no" "r" "NA"
"684" "Compound 23" "Study 118" "rat" 26 "18" "day" "jejunum" "apoptosis/single cell necrosis" "no" "r" "NA"
"685" "Compound 23" "Study 118" "rat" 26 "18" "day" "ileum" "apoptosis/single cell necrosis" "no" "r" "NA"
"686" "Compound 23" "Study 118" "rat" 26 "18" "day" "esophagus" "increased mitosis" "no" "r" "NA"
"687" "Compound 23" "Study 118" "rat" 26 "18" "day" "larynx" "increased mitosis, apoptosis/single cell necrosis,abnormal keratinocytes" "no" "r" "NA"
"688" "Compound 23" "Study 118" "rat" 26 "18" "day" "lung" "foamy/granular macrophages" "no" "nr" "NA"
"689" "Compound 23" "Study 118" "rat" 26 "6" "day" "lung" "foamy/granular macrophages" "no" "r" "NA"
"690" "Compound 23" "Study 118" "rat" 26 "18" "day" "eye" "keratopathy" "yes" "r" "NA"
"691" "Compound 23" "Study 118" "rat" 26 "6" "day" "eye" "keratopathy" "yes" "r" "NA"
"692" "Compound 23" "Study 118" "rat" 26 "18" "day" "liver" "hepatocyte hypertrophy" "no" "r" "NA"
"693" "Compound 23" "Study 118" "rat" 26 "6" "day" "liver" "hepatocyte hypertrophy" "no" "r" "NA"
"694" "Compound 23" "Study 118" "rat" 26 "6" "day" "kidney" "foamy/granular macrophages" "no" "r" "NA"
"695" "Compound 23" "Study 118" "rat" 26 "2" "day" "bone marrow" "adipose tissue atrophy" "no" "r" "NA"
"696" "Compound 23" "Study 118" "rat" 26 "6" "day" "bone marrow" "adipose tissue atrophy" "no" "r" "NA"
"697" "Compound 23" "Study 119" "cynomolgus" 2 "10" "day" "testis" "tubular degeneration/atrophy" "no" "nr" "NA"
"698" "Compound 23" "Study 119" "cynomolgus" 2 "3" "day" "skin" "epidermal necrosis, abnormal keratinocytes, epidermal hyperplasia, severe-epidermal  inflammation, severe-dermal inflammation" "yes" "r" "NA"
"699" "Compound 23" "Study 119" "cynomolgus" 2 "10" "day" "skin" "epidermal necrosis, abnormal keratinocytes, epidermal hyperplasia, severe-epidermal  inflammation, severe-dermal inflammation" "yes" "r" "NA"
"700" "Compound 23" "Study 119" "cynomolgus" 2 "3" "day" "conjunctiva" "inflammation" "no" "NA" "NA"
"701" "Compound 23" "Study 119" "cynomolgus" 2 "10" "day" "conjunctiva" "inflammation" "no" "NA" "NA"
"702" "Compound 23" "Study 119" "cynomolgus" 2 "10" "day" "larynx" "epithelial ulcer, epithelial necrosis, severe-inflammation, epithelial hyperplasia, abnormal keratinocytes, epithelial regeneration" "no" "r" "NA"
"703" "Compound 23" "Study 119" "cynomolgus" 2 "3" "day" "larynx" "epithelial ulcer, epithelial necrosis, severe-inflammation, epithelial hyperplasia, abnormal keratinocytes, epithelial regeneration" "no" "r" "NA"
"704" "Compound 23" "Study 119" "cynomolgus" 2 "3" "day" "testis" "tubular degeneration/atrophy" "no" "NA" "NA"
"705" "Compound 23" "Study 120" "rat" 2 "40" "day" "thymus gland" "lymphoid depletion" "no" "r" "stress"
"706" "Compound 23" "Study 120" "rat" 2 "40" "day" "gastrointestinal tract" "mucosa epithelial apoptosis/single cell necrosis" "no" "r" "NA"
"707" "Compound 23" "Study 120" "rat" 2 "40" "day" "liver" "infiltrate" "no" "r" "NA"
"708" "Compound 23" "Study 120" "rat" 2 "40" "day" "lung" "macrophages" "no" "nr" "NA"
"709" "Compound 24" "Study 121" "cynomolgus" 39 "5" "qod" "lymphoid tissues" "moderate-hyperplasia" "no" "r" "NA"
"710" "Compound 24" "Study 121" "cynomolgus" 39 "5" "qod" "pituitary gland" "moderate-infiltrate" "yes" "r" "NA"
"711" "Compound 24" "Study 121" "cynomolgus" 39 "5" "qod" "liver" "moderate-infiltrate" "no" "r" "NA"
"712" "Compound 24" "Study 121" "cynomolgus" 39 "7.5" "qod" "lymphoid tissues" "moderate-hyperplasia" "no" "r" "NA"
"713" "Compound 24" "Study 121" "cynomolgus" 39 "7.5" "qod" "pituitary gland" "moderate-infiltrate" "no" "r" "NA"
"714" "Compound 24" "Study 121" "cynomolgus" 39 "7.5" "qod" "liver" "moderate-infiltrate, minimal-kupffer cell hypertrophy, minimal-hepatocyte apoptosis/single cell necrosis" "yes" "r" "NA"
"715" "Compound 24" "Study 121" "cynomolgus" 39 "7.5" "qod" "sciatic nerve" "moderate-infiltrate,moderate-inflammation, moderate-axonal degeneration" "yes" "r" "NA"
"716" "Compound 24" "Study 121" "cynomolgus" 39 "7.5" "qod" "thymus gland" "mild-hyperplasia" "no" "r" "NA"
"717" "Compound 24" "Study 121" "cynomolgus" 39 "7.5" "qod" "skin" "minimal-epidermal single cell necrosis, minimal-epidermal hyperplasia" "no" "r" "NA"
"718" "Compound 24" "Study 122" "rat" 26 "7.5" "qod" "kidney" "pelvic inflammation, pelvic transitional cell hyperplasia" "no" "r" "NA"
"719" "Compound 24" "Study 123" "rat" 13 "3" "qod" "skin" "inflammation, erosion/ulcer, serocellular crust" "no" "r" "NA"
"720" "Compound 24" "Study 123" "rat" 13 "10" "qod" "skin" "inflammation, erosion/ulcer, serocellular crust" "yes" "r" "NA"
"721" "Compound 24" "Study 123" "rat" 13 "30" "qod" "skin" "inflammation, erosion/ulcer, serocellular crust" "yes" "r" "NA"
"722" "Compound 24" "Study 123" "rat" 13 "3" "qod" "urinary system" "infiltrate" "no" "tr" "NA"
"723" "Compound 24" "Study 123" "rat" 13 "10" "qod" "urinary system" "infiltrate" "yes" "tr" "NA"
"724" "Compound 24" "Study 123" "rat" 13 "30" "qod" "urinary system" "infiltrate" "yes" "tr" "NA"
"725" "Compound 24" "Study 123" "rat" 13 "10" "week" "urinary system" "infiltrate" "no" "tr" "NA"
"726" "Compound 24" "Study 123" "rat" 13 "30" "week" "urinary system" "infiltrate" "no" "tr" "NA"
"727" "Compound 24" "Study 124" "cynomolgus" 13 "10" "qod" "spleen" "hyperplasia" "no" "r" "NA"
"728" "Compound 24" "Study 124" "cynomolgus" 13 "10" "qod" "lymph node" "hyperplasia" "no" "r" "NA"
"729" "Compound 24" "Study 124" "cynomolgus" 13 "10" "qod" "bone marrow" "hyperplasia" "no" "r" "NA"
"730" "Compound 24" "Study 124" "cynomolgus" 13 "10" "qod" "tonsil" "hyperplasia" "no" "r" "NA"
"731" "Compound 24" "Study 124" "cynomolgus" 13 "3" "week" "spleen" "hyperplasia" "no" "r" "NA"
"732" "Compound 24" "Study 125" "rat" 4 "30" "qod" "kidney" "slight-pelvic infiltrate" "no" "NA" "NA"
"733" "Compound 24" "Study 125" "rat" 4 "30" "qod" "spleen" "lymphoid depletion" "no" "NA" "NA"
"734" "Compound 24" "Study 125" "rat" 4 "30" "qod" "thymus gland" "lymphoid depletion" "no" "NA" "NA"
"735" "Compound 24" "Study 125" "rat" 4 "100" "qod" "kidney" "marked-pyelonephritis,slight-pyelitis, slight-pelvic infiltrate" "no" "NA" "NA"
"736" "Compound 24" "Study 125" "rat" 4 "300" "qod" "kidney" "marked-pyelonephritis,slight-pyelitis, slight- pelvic infiltrate" "yes" "NA" "NA"
"737" "Compound 24" "Study 125" "rat" 4 "100" "qod" "bladder" "inflammation, infiltrate" "no" "NA" "NA"
"738" "Compound 24" "Study 125" "rat" 4 "300" "qod" "bladder" "inflammation, infiltrate" "yes" "NA" "NA"
"739" "Compound 24" "Study 125" "rat" 4 "100" "qod" "sciatic nerve" "slight-infiltrate" "no" "NA" "NA"
"740" "Compound 24" "Study 125" "rat" 4 "300" "qod" "sciatic nerve" "slight-infiltrate" "no" "NA" "NA"
"741" "Compound 24" "Study 125" "rat" 4 "100" "qod" "lymphoid tissues" "lymphoid depletion" "no" "NA" "NA"
"742" "Compound 24" "Study 125" "rat" 4 "300" "qod" "lymphoid tissues" "lymphoid depletion" "no" "NA" "NA"
"743" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "brain" "infiltrate" "yes" "NA" "NA"
"744" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "esophagus" "infiltrate, inflammation, mucosa hyperplasia, mucosa epithelial single cell necrosis" "yes" "NA" "NA"
"745" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "liver" "infiltrate" "yes" "NA" "NA"
"746" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "skin" "infiltrate, mild-epidermal hyperplasia,dermal necrosis,epidermal necrosis,minimal-single cell necrosis" "yes" "NA" "NA"
"747" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "tongue" "infiltrate, inflammation, mucosa hyperplasia, mucosa epithelial single cell necrosis" "yes" "NA" "NA"
"748" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "vagina" "infiltrate" "yes" "NA" "NA"
"749" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "spleen" "hyperplasia" "yes" "NA" "NA"
"750" "Compound 24" "Study 126" "cynomolgus" 4 "250" "qod" "lymph node" "hyperplasia" "yes" "NA" "NA"
"751" "Compound 24" "Study 126" "cynomolgus" 4 "10" "qod" "skin" "infiltrate,inflammation" "no" "NA" "NA"
"752" "Compound 24" "Study 126" "cynomolgus" 4 "10" "qod" "tongue" "infiltrate,inflammation" "no" "NA" "NA"
"753" "Compound 24" "Study 126" "cynomolgus" 4 "10" "qod" "esophagus" "infiltrate,inflammation" "no" "NA" "NA"
"754" "Compound 24" "Study 126" "cynomolgus" 4 "10" "qod" "bladder" "infiltrate,inflammation" "no" "NA" "NA"
"755" "Compound 24" "Study 126" "cynomolgus" 4 "10" "qod" "mesenteric lymph node" "hyperplasia" "no" "NA" "NA"
"756" "Compound 24" "Study 126" "cynomolgus" 4 "10" "qod" "mandibular lymph node" "hyperplasia" "no" "NA" "NA"
"757" "Compound 24" "Study 126" "cynomolgus" 4 "75" "qod" "skin" "infiltrate,inflammation" "no" "NA" "NA"
"758" "Compound 24" "Study 126" "cynomolgus" 4 "75" "qod" "tongue" "infiltrate,inflammation" "yes" "NA" "NA"
"759" "Compound 24" "Study 126" "cynomolgus" 4 "75" "qod" "esophagus" "infiltrate,inflammation" "yes" "NA" "NA"
"760" "Compound 24" "Study 126" "cynomolgus" 4 "75" "qod" "bladder" "infiltrate,inflammation" "yes" "NA" "NA"
"761" "Compound 24" "Study 126" "cynomolgus" 4 "75" "qod" "mesenteric lymph node" "hyperplasia" "yes" "NA" "NA"
"762" "Compound 24" "Study 126" "cynomolgus" 4 "75" "qod" "mandibular lymph node" "hyperplasia" "yes" "NA" "NA"
"763" "Compound 25" "Study 127" "cynomolgus" 39 "3" "day" "eye" "retinal degeneration" "yes" "NA" "NA"
"764" "Compound 25" "Study 127" "cynomolgus" 39 "5" "day" "eye" "retinal degeneration" "yes" "nr" "NA"
"765" "Compound 25" "Study 127" "cynomolgus" 39 "5" "day" "skin" "epidermal hyperplasia" "no" "r" "NA"
"766" "Compound 25" "Study 127" "cynomolgus" 39 "5" "day" "thymus gland" "atrophy" "no" "r" "NA"
"767" "Compound 25" "Study 128" "rat" 26 "1" "day" "pancreas" "minimal-exocrine epithelial single cell necrosis" "no" "r" "NA"
"768" "Compound 25" "Study 128" "rat" 26 "3" "day" "colon" "minimal-single cell necrosis" "no" "r" "NA"
"769" "Compound 25" "Study 128" "rat" 26 "3" "day" "pancreas" "minimal-exocrine epithelial single cell necrosis" "no" "r" "NA"
"770" "Compound 25" "Study 128" "rat" 26 "3" "day" "testis" "tubular degeneration/atrophy" "yes" "tr" "NA"
"771" "Compound 25" "Study 128" "rat" 26 "3" "day" "epididymis" "decreased sperm" "no" "r" "NA"
"772" "Compound 25" "Study 128" "rat" 26 "3" "day" "female reproductive system" "estrous cycle arrest" "no" "r" "NA"
"773" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "gastrointestinal tract" "minimal-mucosa epithelial apoptosis/single cell necrosis, degeneration/necrosis" "no" "r" "NA"
"774" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "bone marrow" "hypocellularity" "no" "r" "NA"
"775" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "tooth" "degeneration/necrosis" "no" "r" "NA"
"776" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "hard palate" "minimal-epithelial single cell necrosis" "no" "r" "NA"
"777" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "pancreas" "mild-exocrine epithelial single cell necrosis" "on" "r" "NA"
"778" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "mammary gland" "moderate-atrophy,increased pigmentation, granularity" "no" "r" "NA"
"779" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "testis" "tubular degeneration/atrophy" "yes" "tr" "NA"
"780" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "epididymis" "decreased sperm, degeneration/necrosis" "yes" "r" "NA"
"781" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "thymus gland" "atrophy" "no" "r" "NA"
"782" "Compound 25" "Study 128" "rat" 26 "7.5" "day" "female reproductive system" "estrous cycle arrest" "no" "r" "NA"
"783" "Compound 25" "Study 129" "rat" 4 "9" "day" "thymus gland" "atrophy" "no" "r" "NA"
"784" "Compound 25" "Study 129" "rat" 4 "9" "day" "gastrointestinal tract" "apoptosis/single cell necrosis" "no" "r" "NA"
"785" "Compound 25" "Study 129" "rat" 4 "9" "day" "testis" "spermatocyte degeneration" "no" "r" "NA"
"786" "Compound 25" "Study 129" "rat" 4 "9" "day" "bone marrow" "severe-increased hematopoiesis" "no" "r" "NA"
"787" "Compound 25" "Study 130" "cynomolgus" 2 "6" "day" "skin" "abnormal keratinocytes, inflammation, erosion/ulcer, epidermal hyperplasia" "yes" "r" "NA"
"788" "Compound 25" "Study 130" "cynomolgus" 2 "4" "day" "larynx" "epithelial degeneration, inflammation" "no" "r" "NA"
"789" "Compound 25" "Study 130" "cynomolgus" 2 "6" "day" "larynx" "epithelial degeneration, inflammation, erosion/ulcer, epithelial hyperplasia" "yes" "r" "NA"
"790" "Compound 25" "Study 130" "cynomolgus" 2 "6" "day" "testis" "germ cell degeneration, multinucleate cells" "yes" "NA" "NA"
"791" "Compound 25" "Study 130" "cynomolgus" 2 "6" "day" "thymus gland" "atrophy" "no" "r" "NA"
"792" "Compound b" "Study 134" "cynomolgus" 39 "3" "week" "thymus gland" "atrophy" "no" "r" "NA"
"793" "Compound b" "Study 134" "cynomolgus" 39 "15" "week" "thymus gland" "atrophy" "no" "r" "NA"
"794" "Compound b" "Study 134" "cynomolgus" 39 "75" "week" "thymus gland" "atrophy" "no" "r" "NA"
"795" "Compound b" "Study 135" "cynomolgus" 13 "3" "week" "thymus gland" "marked-atrophy" "no" "NA" "NA"
"796" "Compound b" "Study 135" "cynomolgus" 13 "15" "week" "thymus gland" "marked-atrophy" "no" "NA" "NA"
"797" "Compound b" "Study 135" "cynomolgus" 13 "75" "week" "thymus gland" "marked-atrophy" "no" "NA" "NA"
"798" "Compound d" "Study 139" "cynomolgus" 39 "20" "week" "injection site" "marked- inflammation" "no" "r" "NA"
"799" "Compound d" "Study 139" "cynomolgus" 39 "100" "week" "injection site" "marked- inflammation" "no" "r" "NA"
"800" "Compound d" "Study 139" "cynomolgus" 39 "375" "week" "injection site" "marked- inflammation" "no" "r" "NA"
"801" "Compound d" "Study 140" "mouse" 26 "20" "week" "spleen" "extramedullary hematopoiesis" "no" "tr" "NA"
"802" "Compound d" "Study 140" "mouse" 26 "375" "week" "spleen" "extramedullary hematopoiesis" "no" "tr" "NA"
"803" "Compound d" "Study 140" "mouse" 26 "20" "week" "injection site" "mild-hyperkeratosis, epidermal hyperplasia" "no" "NA" "NA"
"804" "Compound d" "Study 140" "mouse" 26 "375" "week" "injection site" "mild-hyperkeratosis, epidermal hyperplasia" "no" "NA" "NA"
"805" "Compound d" "Study 141" "mouse" 26 "20" "week" "bone marrow" "hyperplasia" "no" "r" "NA"
"806" "Compound d" "Study 141" "mouse" 26 "375" "week" "bone marrow" "hyperplasia" "no" "r" "NA"
"807" "Compound d" "Study 141" "mouse" 26 "375" "week" "spleen" "increased hematopoiesis" "no" "r" "NA"
"808" "Compound e" "Study 145" "cynomolgus" 27 "100" "bi weekly" "skin" "severe-ulcerative dermatitis" "no" "NA" "NA"
"809" "Compound e" "Study 145" "cynomolgus" 27 "100" "bi weekly" "liver" "granular hepatocytes, moderate-ito cell hyperplasia" "no" "NA" "NA"
"810" "Compound i" "Study 154" "cynomolgus" 26 "30" "week" "injection site" "mild-infiltrate" "no" "r" "NA"
"811" "Compound i" "Study 154" "cynomolgus" 26 "80" "week" "injection site" "mild-infiltrate" "no" "r" "NA"
"812" "Compound i" "Study 154" "cynomolgus" 26 "200" "week" "injection site" "mild-infiltrate" "no" "r" "NA"
"813" "Compound i" "Study 155" "cynomolgus" 4 "100" "week" "injection site" "mild- infiltrate" "no" "r" "NA"
"814" "Compound j" "Study 156" "cynomolgus" 26 "30" "week" "injection site" "hemorrhage, hemosiderin, infiltrate, epithelial edema, edma, degeneration/necrosis" "no" "r" "NA"
"815" "Compound j" "Study 156" "cynomolgus" 26 "1" "week" "injection site" "hemorrhage, hemosiderin, infiltrate, epithelial edema, edma, degeneration/necrosis" "no" "r" "NA"
"816" "Compound j" "Study 156" "cynomolgus" 26 "6" "week" "injection site" "hemorrhage, hemosiderin, infiltrate, epithelial edema, edma, degeneration/necrosis" "no" "r" "NA"
"817" "Compound j" "Study 157" "cynomolgus" 4 "1" "week" "injection site" "infiltrate, slight-hemorrhage" "no" "r" "NA"
"818" "Compound j" "Study 157" "cynomolgus" 4 "6" "week" "injection site" "infiltrate, slight-hemorrhage" "no" "r" "NA"
"819" "Compound j" "Study 157" "cynomolgus" 4 "30" "week" "injection site" "infiltrate, slight-hemorrhage" "no" "r" "NA"
"820" "Compound j" "Study 158" "cynomolgus" 13 "6" "week" "injection site" "infiltrate" "no" "r" "NA"
"821" "Compound j" "Study 158" "cynomolgus" 13 "30" "week" "injection site" "infiltrate" "no" "r" "NA"
"822" "Compound k" "Study 160" "cynomolgus" 26 "50" "twice weekly" "kidney" "severe-glomerulonephritis, chronic progressive nephropathy" "no" "r" "immunogenicity"
"823" "Compound k" "Study 160" "cynomolgus" 26 "150" "twice weekly" "kidney" "moderate-glomerulonephritis,chronic progressive nephropathy" "no" "r" "immunogenicity"
"824" "Compound k" "Study 160" "cynomolgus" 26 "50" "twice weekly" "gastrointestinal tract" "mucosa edema, submucosa edema" "no" "r" "NA"
"825" "Compound k" "Study 160" "cynomolgus" 26 "150" "twice weekly" "oral cavity" "mucosa erosion/ulceration" "no" "r" "NA"
"826" "Compound k" "Study 160" "cynomolgus" 26 "150" "twice weekly" "tongue" "mucosa erosion/ulceration" "no" "r" "NA"
"827" "Compound k" "Study 160" "cynomolgus" 26 "150" "twice weekly" "sternum" "hemorrhage" "no" "r" "NA"
"828" "Compound k" "Study 160" "cynomolgus" 26 "150" "twice weekly" "brain" "infiltrate" "no" "r" "NA"
"829" "Compound k" "Study 160" "cynomolgus" 26 "150" "twice weekly" "spinal cord" "infiltrate" "no" "r" "NA"
"830" "Compound l" "Study 165" "cynomolgus" 4 "150" "week" "injection site" "mild-inflammation" "no" "r" "NA"
"831" "Compound l" "Study 165" "cynomolgus" 4 "450" "week" "injection site" "mild-inflammation" "no" "r" "NA"
"832" "Compound l" "Study 165" "cynomolgus" 4 "600" "week" "injection site" "mild-inflammation" "no" "r" "NA"
"833" "Compound l" "Study 165" "cynomolgus" 4 "150" "week" "axillary lymph node" "mild-hyperplasia" "no" "r" "NA"
"834" "Compound l" "Study 165" "cynomolgus" 4 "450" "week" "axillary lymph node" "mild-hyperplasia" "no" "r" "NA"
"835" "Compound l" "Study 165" "cynomolgus" 4 "600" "week" "axillary lymph node" "mild-hyperplasia" "no" "r" "NA"
"836" "Compound n" "Study 170" "mouse" 27 "20" "week" "injection site" "hypertrophy" "no" "r" "NA"
"837" "Compound n" "Study 170" "mouse" 27 "60" "week" "injection site" "hypertrophy" "no" "r" "NA"
"838" "Compound n" "Study 170" "mouse" 27 "200" "week" "injection site" "hypertrophy" "no" "r" "NA"
"839" "Compound n" "Study 170" "mouse" 27 "20" "week" "muscle,skeletal" "hypertrophy" "no" "r" "NA"
"840" "Compound n" "Study 170" "mouse" 27 "60" "week" "muscle,skeletal" "hypertrophy" "no" "r" "NA"
"841" "Compound n" "Study 170" "mouse" 27 "200" "week" "muscle,skeletal" "hypertrophy" "no" "r" "NA"
"842" "Compound n" "Study 171" "cynomolgus" 26 "30" "bi weekly" "injection site" "infiltrate" "no" "r" "NA"
"843" "Compound n" "Study 171" "cynomolgus" 26 "100" "bi weekly" "injection site" "infiltrate" "no" "r" "NA"
"844" "Compound n" "Study 172" "cynomolgus" 12 "10" "bi weekly" "injection site" "infiltrate, dermal infiltrate" "no" "r" "NA"
"845" "Compound n" "Study 172" "cynomolgus" 12 "30" "bi weekly" "injection site" "infiltrate, dermal infiltrate" "no" "r" "NA"
