"study_id" "identifier" "therapeutic_area" "type" "route_of_administration" "species" "duration" "dose" "pre_treatment" "dose_interval" "dose_lethality" "noael" "noael_sex" "adverse_findings" "body_weight" "body_weight_gain" "death_diagnosis" "neurological_clinical_signs" "git_clinical_signs" "other_clinical_signs" "lab_measurements" "macroscopic" "macroscopic_target" "pathology" "organ_weight" "organ_weight_target" "cardiovascular_effects"
"588" "Study 138" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 3 "0" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"589" "Study 138" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 3 "1" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"590" "Study 138" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 3 "5" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"591" "Study 138" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 3 "25" "NA" "every four days" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"592" "Study 139" "Compound d" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 39 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"593" "Study 139" "Compound d" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 39 "20" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"594" "Study 139" "Compound d" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 39 "100" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"595" "Study 139" "Compound d" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 39 "375" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"596" "Study 140" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"597" "Study 140" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "20" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "yes-increase-r" "spleen" "yes" "no" "no" "no"
"598" "Study 140" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "375" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-nr" "yes-increase-r" "spleen" "yes" "no" "no" "no"
"599" "Study 141" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "0" "hybridome clone gk 1.5 anti-cd-4 antibody" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"600" "Study 141" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "20" "hybridome clone gk 1.5 anti-cd-4 antibody" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-nr" "no" "no" "yes" "no" "no" "no"
"601" "Study 141" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "375" "hybridome clone gk 1.5 anti-cd-4 antibody" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-nr" "no" "no" "yes" "no" "no" "no"
"602" "Study 142" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"603" "Study 142" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 26 "3" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"604" "Study 142" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 26 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"605" "Study 142" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 26 "20" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"606" "Study 143" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 13 "0" "NA" "every five days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"607" "Study 143" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 13 "3" "NA" "every five days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"608" "Study 143" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 13 "10" "NA" "every five days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"609" "Study 143" "Compound d" "Neuroscience" "lm" "intravenous" "cynomolgus" 13 "20" "NA" "every five days" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"610" "Study 144" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"611" "Study 144" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 4 "20" "NA" "week" "NA" "no" "NA" "no" "no" "no" "yes" "yes-moderate-hypoactivity-na/immunogenicity, yes-abnormal posture-na/immunogenicity, yes-abnormal behavior-na/immunogenicity" "no" "no" "yes" "no" "no" "no" "no" "no" "no"
"612" "Study 144" "Compound d" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 4 "375" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no" "no" "no" "no"
"613" "Study 145" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 27 "0" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"614" "Study 145" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 27 "5" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"615" "Study 145" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 27 "50" "NA" "bi weekly" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"616" "Study 145" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 27 "100" "NA" "bi weekly" "NA" "no" "NA" "no" "no" "no" "yes" "no" "no" "yes-face edema-na, yes-skin lesions-na, yes-skin infection-na" "no" "yes-increase-na" "liver" "yes" "yes-increase-na" "liver" "no"
"617" "Study 146" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 12 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"618" "Study 146" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 12 "5" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"619" "Study 146" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 12 "15" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"620" "Study 146" "Compound e" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 12 "50" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"621" "Study 147" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "0" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"622" "Study 147" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "30-Oct" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"623" "Study 147" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "65-30" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"624" "Study 147" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "100-60" "NA" "every four days" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"625" "Study 148" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 9 "0" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"626" "Study 148" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 9 "10-Mar" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"627" "Study 148" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 9 "30-Oct" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"628" "Study 148" "Compound f" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 9 "100-50" "NA" "every four days" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"629" "Study 149" "Compound f" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "0" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"630" "Study 149" "Compound f" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "02-Jan" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"631" "Study 149" "Compound f" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "10-May" "NA" "every four days" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"632" "Study 149" "Compound f" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "50-25" "NA" "every four days" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"633" "Study 150" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 8 "0" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"634" "Study 150" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 8 "5" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-nr (decrease of NK cells)" "no" "no" "no" "no" "no" "no"
"635" "Study 150" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 8 "25" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-nr (decrease of NK cells)" "no" "no" "no" "no" "no" "no"
"636" "Study 150" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 8 "125" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-nr (decrease of NK cells)" "no" "no" "no" "no" "no" "no"
"637" "Study 151" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"638" "Study 151" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 26 "5" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"639" "Study 151" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 26 "25" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-nr" "no" "no" "no" "no" "no" "no"
"640" "Study 151" "Compound g" "Oncology" "lm" "intravenous" "cynomolgus" 26 "125" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-nr" "no" "no" "no" "no" "no" "no"
"641" "Study 152" "Compound h" "Infectious Diseases and Virology" "lm" "subcutaneous" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"642" "Study 152" "Compound h" "Infectious Diseases and Virology" "lm" "subcutaneous" "cynomolgus" 26 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"643" "Study 152" "Compound h" "Infectious Diseases and Virology" "lm" "subcutaneous" "cynomolgus" 26 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"644" "Study 152" "Compound h" "Infectious Diseases and Virology" "lm" "subcutaneous" "cynomolgus" 26 "125" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"645" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"646" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "5" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"647" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"648" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "100" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"649" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"650" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "5" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"651" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"652" "Study 153" "Compound h" "Infectious Diseases and Virology" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "100" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"653" "Study 154" "Compound i" "Immunology and Inflammation" "lm" "subcutaneous" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"654" "Study 154" "Compound i" "Immunology and Inflammation" "lm" "subcutaneous" "cynomolgus" 26 "30" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"655" "Study 154" "Compound i" "Immunology and Inflammation" "lm" "subcutaneous" "cynomolgus" 26 "80" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"656" "Study 154" "Compound i" "Immunology and Inflammation" "lm" "subcutaneous" "cynomolgus" 26 "200" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"657" "Study 155" "Compound i" "Immunology and Inflammation" "lm" "subcutaneous" "cynomolgus" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"658" "Study 155" "Compound i" "Immunology and Inflammation" "lm" "subcutaneous" "cynomolgus" 4 "100" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"659" "Study 156" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"660" "Study 156" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 26 "1" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "yes-skin discoloration-r" "injection site" "yes" "no" "no" "no"
"661" "Study 156" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 26 "6" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "yes-skin discoloration-r, yes-skin lesions-na/immunogenicity, yes-vasculitis-na/immunogenicity" "injection site, injection site, injection site" "yes" "no" "no" "no"
"662" "Study 156" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 26 "30" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "yes-skin discoloration-r" "injection site" "yes" "no" "no" "no"
"663" "Study 157" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"664" "Study 157" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 4 "1" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "yes-skin discoloration-r" "injection site" "yes" "no" "no" "no"
"665" "Study 157" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 4 "6" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "yes-skin discoloration-r" "injection site" "yes" "no" "no" "no"
"666" "Study 157" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 4 "30" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "yes-skin discoloration-r" "injection site" "yes" "no" "no" "no"
"667" "Study 158" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"668" "Study 158" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 13 "1" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-tr" "no" "no" "no" "no" "no" "no"
"669" "Study 158" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 13 "6" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-tr" "no" "no" "yes" "no" "no" "no"
"670" "Study 158" "Compound j" "Hematology and Nephrology" "lm" "subcutaneous" "cynomolgus" 13 "30" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-tr" "no" "no" "yes" "no" "no" "no"
"671" "Study 159" "Compound k" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "0" "NA" "twice weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"672" "Study 159" "Compound k" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "50" "NA" "twice weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"673" "Study 159" "Compound k" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 26 "150" "NA" "twice weekly" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"674" "Study 160" "Compound k" "Neuroscience" "lm" "intravenous" "cynomolgus" 26 "0" "NA" "twice weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"675" "Study 160" "Compound k" "Neuroscience" "lm" "intravenous" "cynomolgus" 26 "50" "NA" "twice weekly" "NA" "no" "NA" "no" "no" "no" "yes" "no" "no" "yes-morbidity-na" "yes-changes relevant to kidney failure-r/immunogenicity" "yes-edema-na/immunogenicity, yes-edema-na/immunogenicity" "abdomen, gastrointestinal tract" "yes" "no" "no" "no"
"676" "Study 160" "Compound k" "Neuroscience" "lm" "intravenous" "cynomolgus" 26 "150" "NA" "twice weekly" "NA" "yes" "both" "no" "no" "no" "yes" "no" "no" "yes-morbidity-na" "yes-changes relevant to kidney failure-r/immunogenicity" "yes-edema-na/immunogenicity, yes-edema-na/immunogenicity" "abdomen, gastrointestinal tract" "yes" "no" "no" "no"
"677" "Study 161" "Compound k" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"678" "Study 161" "Compound k" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 4 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"679" "Study 161" "Compound k" "Neuroscience" "lm" "intravenous (slow bolus)" "mouse" 4 "150" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"680" "Study 162" "Compound k" "Neuroscience" "lm" "intravenous" "cynomolgus" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"681" "Study 162" "Compound k" "Neuroscience" "lm" "intravenous" "cynomolgus" 4 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"682" "Study 162" "Compound k" "Neuroscience" "lm" "intravenous" "cynomolgus" 4 "150" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-tr" "no" "no" "no" "yes-decrease-r" "liver" "no"
"683" "Study 163" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"684" "Study 163" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "30" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"685" "Study 163" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "100" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"686" "Study 163" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 26 "300" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes- liquid feces-na" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"687" "Study 164" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"688" "Study 164" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"689" "Study 164" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"690" "Study 164" "Compound l" "Neuroscience" "lm" "intravenous (slow bolus)" "cynomolgus" 13 "100" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"691" "Study 165" "Compound l" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"692" "Study 165" "Compound l" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 4 "150" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "no" "no" "no"
"693" "Study 165" "Compound l" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 4 "450" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "yes-increase-r" "axillary lymph node" "yes" "no" "no" "no"
"694" "Study 165" "Compound l" "Neuroscience" "lm" "subcutaneous" "cynomolgus" 4 "600" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-r" "yes-increase-r" "axillary lymph node" "yes" "no" "no" "no"
"695" "Study 166" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "rat" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"696" "Study 166" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "rat" 26 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"697" "Study 166" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "rat" 26 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"698" "Study 166" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "rat" 26 "200" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"699" "Study 167" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"700" "Study 167" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"701" "Study 167" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"702" "Study 167" "Compound m" "Immunology and Inflammation" "lm" "intravenous" "cynomolgus" 26 "200" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"703" "Study 168" "Compound m" "Immunology and Inflammation" "lm" "intravenous (slow bolus)" "cynomolgus" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
